sample_name,mgrast_id,metagenome_id,metagenome_name,investigation_type,seq_meth,target_gene,adapters,forward_primers,lib_const_meth,lib_reads_seqd,lib_screen,lib_size,lib_vector,misc_param,misc_param_1,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,nucl_acid_amp,nucl_acid_ext,reverse_primers,seq_quality_check,target_subfragment,BSA_final_conc,KCl_final_conc,MgCl2_final_conc,NAP_volume,Tris_HCl_final_conc,amp_polymerase,cloning_kit,cycle_annealing_duration,cycle_annealing_method,cycle_annealing_temp,cycle_count,cycle_denaturation_duration,cycle_denaturation_temp,cycle_extension_duration,cycle_extension_temp,dATP_final_conc,dCTP_final_conc,dGTP_final_conc,dTTP_final_conc,denaturation_duration_initial,denaturation_temp_initial,domain,extension_duration_final,extension_temp_final,file_checksum,file_name,forward_barcodes,forward_primer_final_conc,gelatin_final_conc,host_cells,library_institute,library_notes,local_NAP_ids,other_additives,pcr_buffer_pH,pcr_clean_up_kits,pcr_clean_up_methods,pcr_notes,pcr_replicates,pcr_volume,polymerase_units,reverse_barcodes,reverse_primer_final_conc,run_machine_type,run_number,seq_center,seq_chem,seq_direction,seq_make,seq_model,seq_url,tail_duration,tail_polymerase,tail_temp,thermocycler
Unique name or id of the sample the library is derived from,MG-RAST Library ID,MG-RAST metagenome ID for sequences in this library,Unique name for the sequences from this library,"Library construction type. This field is either metagenome for whole genome shotgun sequencing or mimarks-survey for amplicon/target gene (eg. 16S) sequencing. Use one of: metagenome, mimarks-survey.","Sequencing method used. Use one of: sanger, pyrosequencing, abi-solid, ion torrent, 454, illumina, assembeled, other","Targeted gene or locus name for marker gene studies; e.g. 16S rRNA, 18S rRNA, nif, amoA, rpo",Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters,"List of forward PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Library construction method used for clone libraries,Total number of clones sequenced from the library,Specific enrichment or screening methods applied before and/or after creating clone libraries,Total number of clones in the library prepared for the project,Cloning vector type(s) used in construction of libraries,"Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Any other measurement performed or parameter collected, that is not listed here","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","Link to a literature reference, electronic resource or a standard operating procedure (SOP)","List of reverse PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment",Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms).,"Name of subfragment of a gene or locus; e.g. V6, V9, ITS",Final BSA concentration expressed in milligram / milliliter,KCl final concentration expressed in millimolar,MgCl2 final concentration expressed in millimolar,A list of volumes of nucleic acid preps used for PCR in this batch. Expressed in microliters,Tris-HCl final concentration expressed in millimolar,The polymerase used for amplification. Compare to tail_polymerase. Also could be RT PCR if rRNA was isolated from specimen.,Cloning kit make and model,Cycle annealing time in seconds,"Cycle annealing method. Use one of: static, touchdown, gradient, other",Cycle annealing temperature in celsius. May be one or more values,Number of thermocycles,Cycle denaturation time in seconds,Cycle denaturation temperature in celsius,Cycle extension time in seconds,Cycle extension temperature in celsius,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,dATP final concentration in micromolar,Initial denaturation time in seconds,Initial denaturation temperature in celsius,"Archaea , Bacteria , Eukarya - requiered by VAMPS",Final extension time in seconds,Final extension temperature in celsius,MD5 checksum of the sequence file submitted to MG-RAST,Name of the sequence file submitted to MG-RAST,List of barcodes attached to forward primers,Forward primer final concentration in micromolar,Gelatin final concentration expressed in percent,Component cells make and model,Name of institute creating the library,Additional notes/information about the library,A list of nucleic acid prep ids processed in this batch. This is the ID attached to the tube containing the purified nucleic acids,Any other PCR additive that is not listed here,pH of PCR buffer,"One or more can be listed, but should be in corresponding order with clean_up_methods. Ex: MoBio UltraClean PCR Clean-Up Kit","One or more can be listed. Ex: column, gel, precipitation, size exclusion filtration",Additional notes/information about PCR,Replicate PCR reactiond that are pooled,PCR buffer volume expressed in microliters,Enzymatic units per tube,List of barcodes attached to reverse primers,Reverse primer final concentration in micromolar,Sequencing machine make and model,Samples were sequenced in multiple pools with non-unique barcodes,Name of instatute sequencing was done,Sequencing chemistry used,"Sequencing direction, valid terms are forward, reverse, both - requied by VAMPS",Make of the sequencing machine,Model of the sequencing machine,URL of instatute sequencing was done,Incubation time for tailing reaction in seconds,The polymerase used in tailing reaction,Incubation temperature for tailing reaction in celsius,Thermocycler make and model
mgs24954,mgl8243,4461215.3,USinfTw7.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw7.1,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43189c1c9413e05c04a9591a57409b81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24956,mgl8245,4461222.3,TS1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: None,RUN_PREFIX: USts1.T1,BARCODE: None,PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022c8011690ca4e73ab0ce0eb1c439e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24957,mgl8246,4461150.3,h209A.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 4/27/10,RUN_PREFIX: h209A.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95189cbedaa6bf46ecc906960069c523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24958,mgl8247,4461164.3,h47B.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_DATE: 5/21/10,RUN_PREFIX: h47B.1,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7b1a8db470be0012763a90ffb9d21fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24959,mgl8248,4461176.3,USchp33ChildA,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USchp33ChildA,RUN_DATE: 4/26/10,BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9dc92b2295014a7ff7d5933bb8e0ff60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24960,mgl8249,4461167.3,h95M,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: h95M,RUN_DATE: 5/20/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320ae7762e0931f5421ea3dd59565dc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24961,mgl8250,4461196.3,USinfTw17.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USinfTw17.2,RUN_DATE: 11/8/10,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927e0f943edff0fa43aaefba4642eff2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24962,mgl8251,4461223.3,TS2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_DATE: None,RUN_PREFIX: USts1.T2,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e86457b3497a28b27d0a6f5c4ad73dcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24963,mgl8252,4461141.3,F3T1pre4,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_PREFIX: F3T1pre4,RUN_DATE: 5/25/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c8f585cdf8c76a37f572532214c863b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24964,mgl8253,4461134.3,AmzC15infF,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_DATE: 7/9/10,RUN_PREFIX: AmzC15infF,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b572d8467cb17cbbdb73754caacabfbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24965,mgl8254,4461169.3,USBldChld10,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USBldChld10,RUN_DATE: 4/26/10,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497c025ae52bc64f2deb9596b57386ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24967,mgl8256,4461217.3,USinfTw8.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_PREFIX: USinfTw8.1,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7254b119542471edd0fba6934a5621f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24968,mgl8257,4461193.3,USinfTw16.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USinfTw16.1,RUN_DATE: 11/8/10,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bd39367d0ec76160565c9bb56ad45cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24969,mgl8258,4461140.3,AmzC5chldM,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,PRIMER: None,BARCODE: None,RUN_PREFIX: AmzC5chldM,RUN_DATE: 7/9/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcaddfad6b7472eb8c82e67e2c497efb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24970,mgl8259,4461144.3,F4T2pre4,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: F4T2pre4,RUN_DATE: 5/25/10,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4afcce8d1e4be2d902d63d481dce3b73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24971,mgl8260,4461224.3,TS6,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: None,RUN_PREFIX: USts2.M1,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976f2f12fd22edb22b8fae20fa901ab6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24972,mgl8261,4461184.3,USinfTw10.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_DATE: 11/8/10,RUN_PREFIX: USinfTw10.2,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c216d74b2a19d87a5b0ee03912593ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24973,mgl8262,4461186.3,USinfTw11.2,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_PREFIX: USinfTw11.2,RUN_DATE: 11/8/10,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",BARCODE: None,PRIMER: None,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,EXPERIMENT_CENTER: CGS-GL,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327e31b4a3ad70bffb30b40b27a23b8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24974,mgl8263,4461195.3,USinfTw17.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,RUN_CENTER: CGS-GL,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",PRIMER: None,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USinfTw17.1,RUN_DATE: 11/8/10,BARCODE: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f56538bc82cffeccd6f01d65ee2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24975,mgl8264,4461183.3,USinfTw10.1,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USinfTw10.1,RUN_DATE: 11/8/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,091aa3b9277b15afbaaa01f4f8617997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgs24976,mgl8265,4461177.3,USchp33ChildB,mimarks-survey,pyrosequencing,metagenome,,,,,,,,,EXPERIMENT_CENTER: CGS-GL,LIBRARY_CONSTRUCTION_PROTOCOL: DNA sample was randomly fragmented by nebulization 500-800 bp and then labeled with a distinct MID (Multiplex IDentifier; Roche) according the manufacturer?s protocol (Rapid Library preparation for FLX Titanium). Equivalent amounts of 12 MID-labeled samples were pooled prior to each pyrosequencer run.,PRIMER: None,BARCODE: None,"EXPERIMENT_TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",RUN_PREFIX: USchp33ChildB,RUN_DATE: 4/26/10,"EXPERIMENT_DESIGN_DESCRIPTION: characterizing the bacterial species and gene content in fecal microbiomes sampled from 524 adults and children from 147 families living in 3 different countries (Malawi in Africa, Venezuelan Amerindians in South America, and residents of the USA in North America) that exemplify distinctive living environments and cultural traditions.",RUN_CENTER: CGS-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c0183e77f196c8ff6b86b3288762b47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
